Movie_id,Movie_name,Movie_rating,watch_count,adventure,animation,children,comedy,fantasy,romance,drama,action,crime,thriller,horror,mystery,sci-fi,imax,documentary,war,musical,western,film-noir,(no genres listed)
25995,samurai i: musashi miyamoto (miyamoto musashi) (1954),3.8,150,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25996,"star is born, a (1954)",3.7,169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25998,three coins in the fountain (1954),2.7,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25999,"wild one, the (1953)",3.5,215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26000,"cobweb, the (1955)",3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26001,it's always fair weather (1955),3.4,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26002,confidential report (1955),3.6,86,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
26003,night and fog (nuit et brouillard) (1955),4,302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
26005,samurai ii: duel at ichijoji temple (zoku miyamoto musashi: ichijôji no kettô) (1955),3.7,92,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26006,"seven little foys, the (1955)",3,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26007,"unknown soldier, the (tuntematon sotilas) (1955)",3.8,336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26008,anything goes (1956),1.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26009,"burmese harp, the (biruma no tategoto) (1956)",3.7,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26010,carousel (1956),3.2,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26012,samurai iii: duel on ganryu island (a.k.a. bushido) (miyamoto musashi kanketsuhen: kettô ganryûjima) (1956),3.8,97,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26013,rodan (sora no daikaijû radon) (1956),2.9,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26016,all at sea (1957),2.2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26018,chase a crooked shadow (1958),4.1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
26019,fiend without a face (1958),3,9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
26021,jailhouse rock (1957),2.9,40,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
26022,man of a thousand faces (1957),2.9,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26025,"spirit of st. louis, the (1957)",3.4,56,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26026,"undead, the (1957)",1.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26027,zero hour! (1957),2.7,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
26028,carve her name with pride (1958),3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26030,corridors of blood (1958),3.1,6,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
26033,giants and toys (kyojin to gangu) (1958),3.6,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26034,"last hurrah, the (1958)",3.6,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26035,machine gun kelly (1958),3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26038,teacher's pet (1958),3.5,64,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26042,torpedo run (1958),3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26043,"vikings, the (1958)",3.2,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26044,al capone (1959),3.6,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26046,picnic on the grass (le déjeuner sur l'herbe) (1959),1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26047,invisible invaders (1959),2,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26048,"human condition ii, the (ningen no joken ii) (1959)",3.9,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26049,fires on the plain (nobi) (1959),3.6,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26050,north west frontier (1959),3.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26051,"nun's story, the (1959)",3.6,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26052,pickpocket (1959),3.8,241,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26055,floating weeds (ukigusa) (1959),3.9,144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26056,"young philadelphians, the (1959)",3.5,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26058,"leech woman, the (1960)",4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26059,when a woman ascends the stairs (onna ga kaidan wo agaru toki) (1960),3.8,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26062,"sundowners, the (1960)",3.1,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26063,sunrise at campobello (1960),3.1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26064,"bad sleep well, the (warui yatsu hodo yoku nemuru) (1960)",3.9,200,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
26066,bachelor in paradise (1961),3.2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26067,"deadly companions, the (1961)",3.1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26068,"4 horsemen of the apocalypse, the (1962)",3.3,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26070,"intruder, the (1962)",3.9,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26072,murder she said (1961),3.9,14,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
26073,"human condition iii, the (ningen no joken iii) (1961)",3.8,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26074,paris blues (1961),2.6,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26076,scream of fear (a.k.a. taste of fear) (1961),3.6,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
26078,advise and consent (1962),3.8,183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26079,david and lisa (1962),3.6,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26080,eegah (1962),1.9,25,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26082,harakiri (seppuku) (1962),4.1,384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26083,"loneliness of the long distance runner, the (1962)",3.6,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26084,"music man, the (1962)",3.8,737,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26085,mutiny on the bounty (1962),3.6,309,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26086,"occurrence at owl creek bridge, an (la rivière du hibou) (1962)",3.8,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26088,"four days of naples, the (le quattro giornate di napoli) (1962)",3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26090,"easy life, the (il sorpasso) (1962)",3.8,31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26093,"wonderful world of the brothers grimm, the (1962)",3.5,13,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26094,"eclisse, l' (eclipse) (1962)",3.9,228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26095,"carabineers, the (carabiniers, les) (1963)",3.3,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26096,"cardinal, the (1963)",3.3,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26098,"incredibly strange creatures who stopped living and became mixed-up zombies!!?, the (1964)",1.9,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
26099,"kiss of the vampire, the (1963)",2.4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26100,love with the proper stranger (1963),3.6,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26101,mclintock! (1963),3.5,190,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26104,murder at the gallop (1963),3.7,13,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
26106,"new kind of love, a (1963)",2.9,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26107,"prize, the (1963)",3.4,17,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
26108,sunday in new york (1963),3.7,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26109,crooks in clover (a.k.a. monsieur gangster) (les tontons flingueurs) (1963),4,17,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26110,36 hours (1965),3.5,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26111,becket (1964),3.9,374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26112,behold a pale horse (1964),3.1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26113,"best man, the (1964)",3.6,59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26116,"hush... hush, sweet charlotte (1964)",3.6,191,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26117,"killers, the (1964)",3.3,70,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
26119,"naked kiss, the (1964)",3.7,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26122,onibaba (1964),3.9,198,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
26123,robin and the 7 hoods (1964),3,49,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26124,robinson crusoe on mars (1964),3.1,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26125,"spider baby or, the maddest story ever told (spider baby) (1968)",3.2,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26127,"visit, the (1964)",3.1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26128,what a way to go! (1964),3.4,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26130,docking the boat (att angöra en brygga) (1965),4,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26131,"battle of algiers, the (la battaglia di algeri) (1966)",4.1,1238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26133,"charlie brown christmas, a (1965)",3.8,985,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26134,dracula: prince of darkness (1966),3.2,80,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
26136,"hallelujah trail, the (1965)",2.9,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26137,"heroes of telemark, the (1965) ",2.6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
26138,"hill, the (1965)",3.5,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26139,in harm's way (1965),3.4,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26140,incubus (1966),2.8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26141,"loved one, the (1965)",3.5,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26142,major dundee (1965),3.2,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26144,operation crossbow (1965),3.3,39,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
26146,ride in the whirlwind (1965),3.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26147,"thousand clowns, a (1965)",3.7,71,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26148,"train, the (1964)",3.8,179,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
26150,andrei rublev (andrey rublyov) (1969),4.1,579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26151,au hasard balthazar (1966),3.8,252,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26152,batman (1966),3.2,783,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26153,grand prix (1966),3.3,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26155,khartoum (1966),3.4,70,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
26156,dragon gate inn (dragon inn) (long men kezhan) (1967),3.4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26157,manos: the hands of fate (1966),1.7,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26158,closely watched trains (ostre sledované vlaky) (1966),3.8,158,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26159,tokyo drifter (tôkyô nagaremono) (1966),3.5,71,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26160,asterix and the gauls (astérix le gaulois) (1967),3.2,28,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26162,gappa: the triphibian monsters (aka monster from a prehistoric planet) (daikyojû gappa) (1967),2.8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26163,don't look back (1967),3.9,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26164,fando and lis (fando y lis) (1968),3.6,31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26167,the incident (1967),3.9,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26169,branded to kill (koroshi no rakuin) (1967),3.6,62,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26170,"bride wore black, the (la mariée était en noir) (1968)",3.5,77,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26171,play time (a.k.a. playtime) (1967),3.9,265,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26172,point blank (1967),3.7,356,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26174,the shooting (1966),3.2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26175,"st. valentine's day massacre, the (1967)",3.2,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26176,titicut follies (1967),3.6,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26177,tony rome (1967),3.2,8,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
26178,two for the road (1967),3.7,139,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26180,up the down staircase (1967),3.4,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26181,"war wagon, the (1967)",3.3,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26183,asterix and cleopatra (astérix et cléopâtre) (1968),3.6,39,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26184,"diamond arm, the (brilliantovaya ruka) (1968)",3.7,15,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
26185,dracula has risen from the grave (1968),3.1,20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26187,head (1968),3.4,66,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26188,"heart is a lonely hunter, the (1968)",3.7,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26189,"i love you, alice b. toklas! (1968)",3,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26191,petulia (1968),3.4,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26194,"subject was roses, the (1968)",3.2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26195,sympathy for the devil (1968),3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26197,war and peace (voyna i mir) (1967),3.5,13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26198,"yours, mine and ours (1968)",3.4,171,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26199,alice's restaurant (1969),3.2,133,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26203,colossus: the forbin project (1970),3.6,243,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26204,death rides a horse (da uomo a uomo) (1967),3.5,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26205,"goodbye, mr. chips (1969)",3.3,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26206,journey to the far side of the sun (a.k.a. doppelgänger) (1969),3.2,5,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
26207,last summer (1969),3.6,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26208,my night at maud's (ma nuit chez maud) (1969),3.8,126,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26209,"magic christian, the (1969)",2.8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26210,marlowe (1969),2.6,10,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
26211,more (1969),3.2,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26213,"reivers, the (1969)",3.7,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26214,taste the blood of dracula (1970),2.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26215,"joke, the (zert) (1969)",3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26216,...tick... tick... tick... (1970),2.5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26219,brewster mccloud (1970),3.4,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26220,"violent city (family, the) (città violenta) (1970)",3,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26221,dirty dingus magee (1970),2.4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26222,dodes'ka-den (clickety-clack) (1970),3.6,93,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26223,gamera vs. jiger (1970),3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26225,"claire's knee (genou de claire, le) (1970)",3.6,72,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26226,"hi, mom! (1970)",3.1,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26227,house of dark shadows (1970),3.2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26228,"swedish love story, a (kärlekshistoria, en) (1970)",3.6,49,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26229,"landlord, the (1970)",3.1,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26230,on a clear day you can see forever (1970),3.2,78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26231,performance (1970),3.7,132,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
26232,rejs (1970),4.2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26235,long live death (viva la muerte) (1971),3.3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26236,"white sun of the desert, the (beloe solntse pustyni) (1970)",3.9,12,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
26237,zabriskie point (1970),3.5,82,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26240,"beguiled, the (1971)",3.4,144,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
26241,"devils, the (1971)",3.6,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26242,duel (1971),3.7,992,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
26243,evil roy slade (1972),3.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26245,"go-between, the (1970)",3.5,33,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26246,johnny got his gun (1971),3.8,158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26247,lawman (1971),3.2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26248,let's scare jessica to death (1971),3.2,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
26249,they call me trinity (1971),3.5,162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26251,mon oncle antoine (1971),3.4,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26252,"new leaf, a (1971)",3.7,45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26253,nicholas and alexandra (1971),3.3,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26254,von richthofen and brown (1971),2.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
26255,scars of dracula (1970),2.6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26256,support your local gunfighter (1971),3.3,43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26257,sweet sweetback's baadasssss song (1971),2.9,35,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
26258,"topo, el (1970)",3.8,340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26259,"emigrants, the (utvandrarna) (1971)",3.8,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26263,fiend with the electronic brain (blood of ghastly horror) (1972),2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26265,dr. phibes rises again (1972),3.3,41,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26266,dracula a.d. 1972 (1972),3.1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26267,get to know your rabbit (1972),4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26268,"tall blond man with one black shoe, the (le grand blond avec une chaussure noire) (1972)",3.5,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26269,lone wolf and cub: sword of vengeance (kozure ôkami: kowokashi udekashi tsukamatsuru) (1972),3.7,126,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26270,lone wolf and cub: baby cart at the river styx (kozure ôkami: sanzu no kawa no ubaguruma) (1972),3.7,96,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26271,lady sings the blues (1972),3.6,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26274,payday (1973),3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26277,slither (1973),3.3,38,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26280,traffic (trafic) (1971),3.6,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26282,"mad adventures of rabbi jacob, the (les aventures de rabbi jacob) (1973)",3.8,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26283,charley varrick (1973),3.6,155,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
26285,dark star (1974),3.5,400,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26287,"delicate balance, a (1973)",3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26288,dracula (1973),3.2,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26289,emperor of the north (emperor of the north pole) (1973),3.2,48,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26290,executive action (1973),3.1,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26291,"glass menagerie, the (1973)",3.3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26294,my name is nobody (il mio nome è nessuno) (1973),3.5,250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26295,invasion of the bee girls (1973),2.2,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
26297,lemora: a child's tale of the supernatural (1973),3.4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26299,phase iv (1974),3.2,51,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
26301,save the tiger (1973),3.3,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26302,scarecrow (1973),3.6,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26303,sisters (1973),3.4,161,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26304,"spook who sat by the door, the (1973)",3.3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26306,theatre of blood (1973),3.6,95,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
